business_name,category,city,address,phone,source
White Castle,"Restaurants, Fast Food Restaurants, Hamburgers & Hot Dogs, American Restaurants",Indianapolis,1414 W Thompson Rd,(317) 783-7298,YellowPages
Los Compadres,"Mexican Restaurants, Restaurants",Indianapolis,2845 E Michigan St,(317) 972-4166,YellowPages
Crandall's,Restaurants,Indianapolis,6044 E 21st St,(317) 357-3949,YellowPages
Pizza Hut,"Pizza, Take Out Restaurants, Restaurants, Family Style Restaurants, Fast Food Restaurants",Indianapolis,2236 E 62nd St,(317) 475-0351,YellowPages
Burger King,"Hamburgers & Hot Dogs, Restaurants, Fast Food Restaurants",Indianapolis,3650 S Keystone Ave,(317) 788-7778,YellowPages
Ding Ho Cantonese Cuisine,"Chinese Restaurants, Asian Restaurants, Restaurants",Columbus,120 Phillipi Rd,(614) 272-9234,YellowPages
Teddy's Burger Joint,"Hamburgers & Hot Dogs, American Restaurants, Take Out Restaurants, Sandwich Shops, Fast Food Restaurants, Family Style Restaurants, Caterers, Restaurants",Indianapolis,2222 W Southport Rd,(317) 893-2709,YellowPages
McDonald's,"Fast Food Restaurants, Restaurants, Take Out Restaurants, Hamburgers & Hot Dogs",Indianapolis,9851 E Washington St,(317) 898-1156,YellowPages
La Canasta,"Mexican Restaurants, Restaurants",Indianapolis,4405 N Franklin Rd,(317) 591-0722,YellowPages
Rally's,"Take Out Restaurants, American Restaurants, Hamburgers & Hot Dogs, Restaurants, Fast Food Restaurants",Indianapolis,4905 Kentucky Ave,(317) 821-0645,YellowPages
Puccini's Smiling Teeth,"Restaurants, Italian Restaurants, Vegetarian Restaurants, Caterers, Pizza",Indianapolis,11693 Fall Creek Rd,(317) 842-2356,YellowPages
Hook's Drug Soda Fountain,"Soda Fountain Shops, Restaurants",Indianapolis,1180 E 38th St,(317) 924-1503,YellowPages
John's Famous Stew,Restaurants,Indianapolis,1146 Kentucky Ave,(317) 636-6212,YellowPages
Papa John's Pizza,"Pizza, Take Out Restaurants, Restaurants",Indianapolis,6311 N Keystone Ave,(317) 251-7272,YellowPages
Ming Flower Chinese Restaurant,"Chinese Restaurants, Banquet Halls & Reception Facilities, Asian Restaurants, Restaurants",Columbus,475 S Lazelle St,(614) 885-8262,YellowPages
Marcella's,"Italian Restaurants, Mediterranean Restaurants, Continental Restaurants, Restaurants",Columbus,1319 Polaris Pkwy,(614) 844-6500,YellowPages
Bangkok Grocery,"Thai Restaurants, Asian Restaurants, Chinese Restaurants, Grocers-Ethnic Foods, Vietnamese Restaurants, Restaurants",Columbus,3277 Refugee Rd,(614) 231-6878,YellowPages
Chili's Grill & Bar,"Restaurants, American Restaurants, Bar & Grills, Take Out Restaurants, Sports Bars",Indianapolis,3960 E 82nd St,(317) 577-0309,YellowPages
Arby's,"Sandwich Shops, Fast Food Restaurants, Restaurants",Indianapolis,11730 Pendleton Pike,(317) 826-8837,YellowPages
Iron Skillet The,"Banquet Halls & Reception Facilities, Restaurants, Party Planning",Indianapolis,2489 W 30th St,(317) 923-6353,YellowPages
Wendy's,"Fast Food Restaurants, Hamburgers & Hot Dogs, Restaurants",Indianapolis,9799 E Washington St,(317) 897-0338,YellowPages
Campus Pizza,"Pizza, Italian Restaurants, American Restaurants, Restaurants",Columbus,1479 Worthington St,(614) 297-7000,YellowPages
Lucky Dragon Chinese Restaurant,"Asian Restaurants, Chinese Restaurants, Restaurants",Columbus,2800 N High St,(614) 263-6899,YellowPages
Hotbox Pizza,"Pizza, Restaurants",Indianapolis,923 Indiana Ave,(317) 656-6000,YellowPages
Shrimp House,Restaurants,Indianapolis,4018 N High School Rd,(317) 298-8878,YellowPages
Subway,"Sandwich Shops, Restaurants, Take Out Restaurants, Fast Food Restaurants",Indianapolis,9990 E Washington St,(317) 897-7822,YellowPages
La Quenrada,Restaurants,Indianapolis,5035 W 71st St Ste M,(317) 328-0743,YellowPages
China Kitchen,"Chinese Restaurants, Asian Restaurants, Restaurants",Indianapolis,7143 Michigan Rd,(317) 808-0222,YellowPages
Pizza Hut,"Pizza, Take Out Restaurants, Fast Food Restaurants, Restaurants, Family Style Restaurants",Indianapolis,4902 W Washington St,(317) 481-8000,YellowPages
Szechuan Cottage,"Chinese Restaurants, Asian Restaurants, Restaurants",Columbus,2628 N High St,(614) 261-9309,YellowPages
A Taste of Philly,Restaurants,Indianapolis,222 E Market St,(317) 917-0797,YellowPages
Bourbon St Chicken,"Chicken Restaurants, Restaurants",Indianapolis,74 W New York St,(317) 972-9214,YellowPages
Flaming Wok,"Chinese Restaurants, Asian Restaurants, Restaurants",Columbus,105 S 3rd St,(614) 228-9388,YellowPages
3 In 1,Restaurants,Indianapolis,14810 W 34th St,(317) 543-7770,YellowPages
Pizza Hut,"Pizza, Take Out Restaurants, Restaurants, Fast Food Restaurants, Family Style Restaurants",Indianapolis,3349 E 86th St,(317) 254-8000,YellowPages
Pizza Queen,"Pizza, Restaurants",Indianapolis,3919 Lafayette Rd,(317) 328-5235,YellowPages
El Maguey,Restaurants,Indianapolis,3920 N High School Rd,(317) 602-4035,YellowPages
Jie Good Tasting,"Chinese Restaurants, Asian Restaurants, Restaurants",Columbus,1413 Grandview Ave,(614) 824-4657,YellowPages
Jimmy John's,"Restaurants, Restaurant Delivery Service, Fast Food Restaurants, Sandwich Shops, Caterers",Indianapolis,5620 Georgetown Rd,(317) 290-0400,YellowPages
Pizza Hut,"Pizza, Take Out Restaurants, Fast Food Restaurants, Restaurants, Family Style Restaurants",Indianapolis,7620 S Meridian St,(317) 889-7676,YellowPages
Sloopy's Diner At The Ohio,"American Restaurants, Coffee Shops, Restaurants",Columbus,1739 N High St,(614) 688-4636,YellowPages
Sakura Japanese Restaurant,"Japanese Restaurants, Family Style Restaurants, Chinese Restaurants, Asian Restaurants, American Restaurants, Sushi Bars, Caterers, Restaurants",Indianapolis,7201 N Keystone Ave,(317) 259-4171,YellowPages
Dave & Buster's,"Restaurants, Take Out Restaurants, American Restaurants, Family Style Restaurants, Bars, Party & Event Planning, Meeting & Event Planning Services, Cocktail Lounges, Banquet Halls & Reception Facilities",Columbus,1554 Polaris Pkwy Ste 206,(614) 310-6800,YellowPages
Home Place,Restaurants,Indianapolis,2912 Maywood Rd,(317) 241-7000,YellowPages
Church's Chicken,"Chicken Restaurants, Restaurants, Take Out Restaurants, Fast Food Restaurants",Indianapolis,5443 E 21st St,(317) 356-2028,YellowPages
Big Boys Construction,"American Restaurants, Take Out Restaurants, Breakfast, Brunch & Lunch Restaurants, Sandwich Shops, Hamburgers & Hot Dogs, Restaurants, Fast Food Restaurants, Family Style Restaurants",Indianapolis,4405 Blue Ribbon Rd,(317) 781-0071,YellowPages
Qdoba Mexican Grill,"Restaurants, Mexican Restaurants, Take Out Restaurants",Indianapolis,4200 S East St Ste 11,(317) 515-6198,YellowPages
Yen Ching Restaurant,"Take Out Restaurants, Chinese Restaurants, Fast Food Restaurants, Seafood Restaurants, Asian Restaurants, Family Style Restaurants, Caterers, Continental Restaurants, Restaurants",Indianapolis,8512 E Washington St,(317) 899-3270,YellowPages
Subway,"Sandwich Shops, Restaurants, Take Out Restaurants, Fast Food Restaurants",Indianapolis,160 E Market St,(317) 917-1917,YellowPages
Super China Buffet,"Chinese Restaurants, Buffet Restaurants, Seafood Restaurants, Asian Restaurants, Restaurants",Indianapolis,1029 N Arlington Ave,(317) 358-8688,YellowPages
Denny's,"Breakfast, Brunch & Lunch Restaurants, Restaurants, American Restaurants, Family Style Restaurants",Indianapolis,8901 US 31 S,(317) 888-2800,YellowPages
Pollo Elegre,Restaurants,Indianapolis,3535 S East St,(317) 780-1580,YellowPages
Ap,Restaurants,Indianapolis,9150 E 21st St,(317) 898-1670,YellowPages
Famous Steakcity & Lemonade,"Steak Houses, Restaurants",Indianapolis,5880 Michigan Rd,(317) 254-2222,YellowPages
Paradise Bakery & Cafe,"Restaurants, Caterers, Breakfast, Brunch & Lunch Restaurants, Cookies & Crackers",Indianapolis,111 Monument Cir Suite 100,(317) 634-0404,YellowPages
Dairy Queen,"Ice Cream & Frozen Desserts, Restaurants, Fast Food Restaurants, Hamburgers & Hot Dogs, Dessert Restaurants",Indianapolis,6020 E 82nd St,(317) 842-4761,YellowPages
Charley's Grilled Subs,"Restaurants, American Restaurants, Fast Food Restaurants, Sandwich Shops",Indianapolis,4537 N Shadeland Ave,(317) 547-7676,YellowPages
Tyfoon,"Japanese Restaurants, Sushi Bars, Asian Restaurants, Restaurants",Columbus,106 Vine St,(614) 224-9219,YellowPages
White Castle,"Fast Food Restaurants, Restaurants, Hamburgers & Hot Dogs, American Restaurants",Indianapolis,3367 W 10th St,(317) 685-1697,YellowPages
Rally's,"Restaurants, Take Out Restaurants, Hamburgers & Hot Dogs, American Restaurants, Fast Food Restaurants",Indianapolis,3801 N College Ave,(317) 931-1535,YellowPages
Penn Station East Coast Subs,"Restaurants, Sandwich Shops, Take Out Restaurants",Indianapolis,6629 E 82nd St,(317) 849-7366,YellowPages
Subway,"Take Out Restaurants, Sandwich Shops, Restaurants, Fast Food Restaurants",Indianapolis,1545 N Post Rd,(317) 890-0684,YellowPages
Roscoe's Tacos,"Restaurants, Fast Food Restaurants, Mexican Restaurants",Indianapolis,6845 South Bluff Road,(317) 886-7914,YellowPages
Toppers Pizza,Restaurants,Indianapolis,910 W 10th St,(317) 672-7777,YellowPages
IHOP,"American Restaurants, Breakfast, Brunch & Lunch Restaurants, Restaurants, Family Style Restaurants",Indianapolis,6901 W 38th St,(317) 802-7492,YellowPages
Noble Roman's Pizza,"Pizza, Restaurants",Indianapolis,514 E Hanna Ave # Atus31,(317) 253-4114,YellowPages
Waffle House,"Restaurants, Breakfast, Brunch & Lunch Restaurants",Indianapolis,4301 E Southport Rd,(317) 888-4177,YellowPages
Which Wich,"Sandwich Shops, Restaurants, Take Out Restaurants, Fast Food Restaurants",Indianapolis,910 W 10th St,(317) 632-9424,YellowPages
Peet's Coffee & Tea,"Coffee & Tea, Coffee & Espresso Restaurants, Coffee Shops, Restaurants",Indianapolis,10202 E Washington St,(317) 899-3198,YellowPages
Number 1 China Buffet,"Chinese Restaurants, Buffet Restaurants, Asian Restaurants, Seafood Restaurants, Restaurants",Indianapolis,6935B Lake Plaza Dr,(317) 841-9888,YellowPages
Exceptional Personal Chef,Restaurants,Indianapolis,9109 Hardwood Ct,(317) 841-9772,YellowPages
Bellacino's Pizza & Grinders,"Pizza, Take Out Restaurants, Restaurants",Indianapolis,7134 Woodland Dr,(317) 329-1827,YellowPages
Fast Wok,"Chinese Restaurants, Asian Restaurants, Restaurants",Indianapolis,10116 E Washington St,(317) 895-9234,YellowPages
Freshens,"Dessert Restaurants, Restaurants",Indianapolis,1413 W 86th St,(317) 872-3826,YellowPages
Kt Rolyno's Pizza,"Pizza, Restaurants",Indianapolis,3809 English Ave,(317) 353-6237,YellowPages
Jack's Pizza,"Pizza, Restaurants",Indianapolis,4034 E Washington St,(317) 356-0973,YellowPages
Subway,"Sandwich Shops, Restaurants, Take Out Restaurants, Fast Food Restaurants",Indianapolis,6225 W 56th St Ste 400,(317) 293-9400,YellowPages
King David Dogs,Restaurants,Indianapolis,15 N Pennsylvania St,(317) 632-3647,YellowPages
Paradise Bakery & Cafe,"Breakfast, Brunch & Lunch Restaurants, Caterers, Restaurants, Cookies & Crackers",Indianapolis,9510 N Meridian St Ste A,(317) 581-9500,YellowPages
Down Home Cookin,"Restaurants, Soul Food Restaurants, Banquet Halls & Reception Facilities, Party Planning, Caterers",Indianapolis,2621 Dr Martin Luther King Jr St,(317) 924-2980,YellowPages
Mariachis,Restaurants,Indianapolis,5335 E Southport Rd,(317) 883-5931,YellowPages
Soriano's Mexican Restaurant,"Latin American Restaurants, Mexican Restaurants, Restaurants",Indianapolis,2541 W Washington St,(317) 686-1790,YellowPages
El Sol Azteca,"Mexican Restaurants, Latin American Restaurants, Restaurants",Indianapolis,5354 W 38th St,(317) 297-7192,YellowPages
Eddy's Neighborhood Bar & Eatery,Restaurants,Indianapolis,11693 Fall Creek Rd,(317) 849-0925,YellowPages
Peet's Coffee & Tea,"Coffee & Tea, Coffee & Espresso Restaurants, Coffee Shops, Restaurants",Indianapolis,1330 W Southport Rd,(317) 884-4245,YellowPages
Szechwan Garden Restaurant,"Continental Restaurants, Family Style Restaurants, Restaurants",Indianapolis,3649 Lafayette Rd,(317) 328-2888,YellowPages
Jack's Coneys,"American Restaurants, Hamburgers & Hot Dogs, Party & Event Planning, Meeting & Event Planning Services, Banquet Halls & Reception Facilities, Restaurants",Columbus,2836 W Broad St,(614) 276-5110,YellowPages
IHOP,"Restaurants, Family Style Restaurants, American Restaurants, Breakfast, Brunch & Lunch Restaurants",Indianapolis,7521 US 31 S,(317) 859-0355,YellowPages
Papa Murphy's Take N Bake Pizza,"Pizza, Take Out Restaurants, Restaurants",Indianapolis,10635 Pendleton Pike,(317) 823-7171,YellowPages
Taco Bell,"Fast Food Restaurants, Restaurants, Mexican Restaurants",Indianapolis,11805 Pendleton Pike,(317) 826-0164,YellowPages
The Parthenon Restaurant,"Middle Eastern Restaurants, Take Out Restaurants, Greek Restaurants, Mediterranean Restaurants, Restaurants",Indianapolis,1482 W 86th St,(317) 228-1111,YellowPages
Hardee's,"Restaurants, Hamburgers & Hot Dogs, Fast Food Restaurants",Indianapolis,1318 W 86th St,(317) 846-9447,YellowPages
La Familia Tiendas Y Taqueira,"Mexican Restaurants, Latin American Restaurants, Restaurants",Indianapolis,6340 W 37th St,(317) 328-0063,YellowPages
Max & Erma's,"American Restaurants, Hamburgers & Hot Dogs, Restaurants, Family Style Restaurants",Columbus,1515 Polaris Pkwy,(614) 840-9466,YellowPages
General Tso's House,Restaurants,Indianapolis,9745 Fall Creek Rd,(317) 842-8865,YellowPages
Taqueria El Maguey,"Mexican Restaurants, Latin American Restaurants, Restaurants",Indianapolis,3920 N High School Rd,(317) 602-4045,YellowPages
Gatsby's,"Pizza, Bars, Restaurants",Indianapolis,6320 Intech Commons Dr,(317) 275-2205,YellowPages
Pizza King,"Pizza, Restaurants",Indianapolis,3970 Georgetown Rd,(317) 299-7803,YellowPages
El Pastorsito,"Mexican Restaurants, Latin American Restaurants, Restaurants",Indianapolis,13 Beachway Dr,(317) 248-9601,YellowPages
Petite Chou,"Coffee Shops, Restaurants",Indianapolis,823 E Westfield Blvd,(317) 259-0765,YellowPages
Blues,"Barbecue Restaurants, Restaurants",Columbus,1778 N High St,(614) 340-7088,YellowPages
Big Cheese Pizza Indianapolis,"Pizza, Restaurants",Indianapolis,3435 S Post Rd,(317) 862-2223,YellowPages
McQueen's Too,Restaurants,Indianapolis,2409 English Ave,(317) 423-2383,YellowPages
Restaurante La Costen'ita,"Mexican Restaurants, Restaurants",Indianapolis,460 N Holmes Ave,(317) 917-1881,YellowPages
Popeyes Louisiana Kitchen,"Take Out Restaurants, Chicken Restaurants, Restaurants, Fast Food Restaurants",Indianapolis,2902 Madison Ave,(317) 781-0667,YellowPages
Grass Skirt Tiki Bar And Restaurant,"Family Style Restaurants, Bars, Cocktail Lounges, Night Clubs, Restaurants",Columbus,105 N Grant Ave,(614) 429-3650,YellowPages
Waffle House,"Restaurants, Breakfast, Brunch & Lunch Restaurants",Indianapolis,4931 Knights Way,(317) 788-1523,YellowPages
Trattoria Roma,"Italian Restaurants, Mediterranean Restaurants, Take Out Restaurants, Caterers, Bar & Grills, Restaurants",Columbus,1447 Grandview Ave,(614) 488-2104,YellowPages
Starbucks Coffee,"Coffee & Tea, Coffee Shops, Coffee & Espresso Restaurants, Restaurants",Indianapolis,5943 S East St,(317) 788-9672,YellowPages
McDonald's,"Restaurants, Take Out Restaurants, Hamburgers & Hot Dogs, Fast Food Restaurants",Indianapolis,7822 Brookville Rd,(317) 353-2563,YellowPages
His Place Eatery,"Soul Food Restaurants, Restaurants",Indianapolis,6916 E 30th St,(317) 545-4890,YellowPages
Great Steak,"American Restaurants, Restaurants, Fast Food Restaurants, Sandwich Shops",Indianapolis,49 W Maryland St Ste 162,(317) 686-1880,YellowPages
Hunan Lion & Hunan House,"Chinese Restaurants, Asian Restaurants, Restaurants",Columbus,2350 E Dublin Granville Rd,(614) 895-3330,YellowPages
Hotbox Pizza,"Pizza, Restaurants",Indianapolis,30 E Georgia St,(317) 656-6000,YellowPages
Quiznos,"Take Out Restaurants, American Restaurants, Sandwich Shops, Fast Food Restaurants, Caterers, Restaurants",Indianapolis,7460 N Shadeland Ave Ste 100,(317) 577-7827,YellowPages
Easy Street Cafe,"Pizza, Bar & Grills, Take Out Restaurants, Caterers, Bars, Greek Restaurants, Restaurants",Columbus,197 Thurman Ave,(614) 444-3279,YellowPages
Happy House chinese restaurant,"Chinese Restaurants, Asian Restaurants, Family Style Restaurants, Restaurants",Columbus,1267 W 5th Ave,(614) 488-2088,YellowPages
B-Java Coffee And Tea,"Coffee & Espresso Restaurants, Delicatessens, Coffee Shops, Tea Rooms, Coffee & Tea, Restaurants",Indianapolis,5510 Lafayette Rd,(317) 280-1236,YellowPages
Bynum's Steak House,"Steak Houses, Barbecue Restaurants, Bar & Grills, Family Style Restaurants, Restaurants",Indianapolis,3850 S Meridian St,(317) 784-9880,YellowPages
Einstein Bros Bagels,"Restaurants, Breakfast, Brunch & Lunch Restaurants, Bagels",Indianapolis,9598 Allisonville Rd,(317) 577-9888,YellowPages
Pita Pit,"Sandwich Shops, Restaurants",Indianapolis,2902 W 86th St Unit 70,(317) 872-7482,YellowPages
Steak 'n Shake,"Restaurants, American Restaurants, Fast Food Restaurants",Indianapolis,2202 W Southport Rd,(317) 884-0082,YellowPages
Side Street Deli,"Delicatessens, Take Out Restaurants, Caterers, Restaurants",Indianapolis,2066 N Illinois St,(317) 829-1902,YellowPages
Dynasty Express,"Chinese Restaurants, Asian Restaurants, Restaurants",Columbus,2107 Polaris Pkwy,(614) 848-0381,YellowPages
Jack And Joe,Restaurants,Indianapolis,8730 Timberwood Dr,(317) 664-8685,YellowPages
Molly Woo's,"Asian Restaurants, Fine Dining Restaurants, Family Style Restaurants, Restaurants",Columbus,1500 Polaris Pkwy,(614) 985-9667,YellowPages
W B Pizza,"Pizza, Italian Restaurants, Restaurants",Indianapolis,6165 Allisonville Rd,(317) 205-5555,YellowPages
Chick-Fil-A,"Restaurants, Chicken Restaurants, Fast Food Restaurants",Indianapolis,420 University Blvd Ste 120,(317) 274-5157,YellowPages
Cooker Jazz,"Creole & Cajun Restaurants, Caterers, Restaurants",Indianapolis,925 E Westfield Blvd,(317) 253-2883,YellowPages
Subway,"Sandwich Shops, Restaurants, Take Out Restaurants, Fast Food Restaurants",Indianapolis,5650 W 86th St Ste 122,(317) 875-9775,YellowPages
McDonald's,"Restaurants, Fast Food Restaurants, Hamburgers & Hot Dogs, Take Out Restaurants",Indianapolis,3501 W 86th St,(317) 872-3953,YellowPages
Texas Roadhouse,"Barbecue Restaurants, Restaurants, Steak Houses, American Restaurants",Columbus,8440 Lyra Dr,(614) 436-8300,YellowPages
Jahn Tucker's,"Barbecue Restaurants, Bars, Bar & Grills, Restaurants",Indianapolis,9454 Haver Way,(317) 569-1971,YellowPages
Recess,Restaurants,Indianapolis,4907 N College Ave,(317) 925-7529,YellowPages
Taco Bell,"Fast Food Restaurants, Mexican Restaurants, Restaurants",Indianapolis,444 E Thompson Rd,(317) 222-3827,YellowPages
City BBQ Greenwood,"Barbecue Restaurants, Restaurants",Indianapolis,7863 US 31 S,(317) 534-0320,YellowPages
Subway,"Sandwich Shops, Restaurants, Take Out Restaurants, Fast Food Restaurants",Indianapolis,10617 E Washington St,(317) 890-7655,YellowPages
Subway,"Sandwich Shops, Restaurants, Take Out Restaurants, Fast Food Restaurants",Indianapolis,7930 S Emerson Ave Ste 101,(317) 865-9091,YellowPages
